Fecha,CLOSE,,,,,,
23/09/2018,"6,710.00",,,,,,
22/09/2018,"6,723.00",,,,,,
21/09/2018,"6,762.70",,,,,,
20/09/2018,"6,500.50",,,,,,
19/09/2018,"6,390.90",,,,,,
18/09/2018,"6,342.80",,,,,,
17/09/2018,"6,254.20",,,,,,
16/09/2018,"6,498.50",,,,,,
15/09/2018,"6,513.60",,,,,,
14/09/2018,"6,485.00",,,,,,
13/09/2018,"6,475.60",,,,,,
12/09/2018,"6,332.00",,,,,,
11/09/2018,"6,290.80",,,,,,
10/09/2018,"6,308.00",,,,,,
09/09/2018,"6,239.90",,,,,,
08/09/2018,"6,185.00",,,,,,
07/09/2018,"6,404.10",,,,,,
06/09/2018,"6,515.60",,,,,,
05/09/2018,"6,710.50",,,,,,
04/09/2018,"7,358.90",,,,,,
03/09/2018,"7,268.00",,,,,,
02/09/2018,"7,290.40",,,,,,
01/09/2018,"7,197.50",,,,,,
31/08/2018,"7,025.90",,,,,,
30/08/2018,"6,994.70",,,,,,
29/08/2018,"7,045.70",,,,,,
28/08/2018,"7,079.70",,,,,,
27/08/2018,"6,909.50",,,,,,
26/08/2018,"6,708.40",,,,,,
25/08/2018,"6,732.90",,,,,,
24/08/2018,"6,695.90",,,,,,
23/08/2018,"6,527.20",,,,,,
22/08/2018,"6,354.90",,,,,,
21/08/2018,"6,479.10",,,,,,
20/08/2018,"6,255.90",,,,,,
19/08/2018,"6,485.10",,,,,,
18/08/2018,"6,391.20",,,,,,
17/08/2018,"6,583.30",,,,,,
16/08/2018,"6,314.00",,,,,,
15/08/2018,"6,270.10",,,,,,
14/08/2018,"6,189.00",,,,,,
13/08/2018,"6,251.90",,,,,,
12/08/2018,"6,313.90",,,,,,
11/08/2018,"6,232.70",,,,,,
10/08/2018,"6,146.80",,,,,,
09/08/2018,"6,529.10",,,,,,
08/08/2018,"6,279.20",,,,,,
07/08/2018,"6,720.50",,,,,,
06/08/2018,"6,941.30",,,,,,
05/08/2018,"7,025.80",,,,,,
04/08/2018,"7,013.20",,,,,,
03/08/2018,"7,420.00",,,,,,
02/08/2018,"7,535.20",,,,,,
01/08/2018,"7,608.80",,,,,,
31/07/2018,"7,730.60",,,,,,
30/07/2018,"8,179.60",,,,,,
29/07/2018,"8,221.00",,,,,,
28/07/2018,"8,246.40",,,,,,
27/07/2018,"8,185.70",,,,,,
26/07/2018,"7,939.00",,,,,,
25/07/2018,"8,176.00",,,,,,
24/07/2018,"8,394.50",,,,,,
23/07/2018,"7,719.80",,,,,,
22/07/2018,"7,400.50",,,,,,
21/07/2018,"7,403.30",,,,,,
20/07/2018,"7,333.10",,,,,,
19/07/2018,"7,473.50",,,,,,
18/07/2018,"7,379.40",,,,,,
17/07/2018,"7,319.80",,,,,,
16/07/2018,"6,729.20",,,,,,
15/07/2018,"6,347.20",,,,,,
14/07/2018,"6,250.10",,,,,,
13/07/2018,"6,220.00",,,,,,
12/07/2018,"6,249.00",,,,,,
11/07/2018,"6,377.80",,,,,,
10/07/2018,"6,301.50",,,,,,
09/07/2018,"6,666.70",,,,,,
08/07/2018,"6,707.00",,,,,,
07/07/2018,"6,761.70",,,,,,
06/07/2018,"6,602.10",,,,,,
05/07/2018,"6,540.20",,,,,,
04/07/2018,"6,590.00",,,,,,
03/07/2018,"6,500.00",,,,,,
02/07/2018,"6,581.30",,,,,,
01/07/2018,"6,349.70",,,,,,
30/06/2018,"6,391.50",,,,,,
29/06/2018,"6,208.10",,,,,,
28/06/2018,"5,850.00",,,,,,
27/06/2018,"6,133.10",,,,,,
26/06/2018,"6,078.50",,,,,,
25/06/2018,"6,246.60",,,,,,
24/06/2018,"6,148.00",,,,,,
23/06/2018,"6,152.00",,,,,,
22/06/2018,"6,042.60",,,,,,
21/06/2018,"6,713.50",,,,,,
20/06/2018,"6,760.40",,,,,,
19/06/2018,"6,737.50",,,,,,
18/06/2018,"6,709.20",,,,,,
17/06/2018,"6,435.70",,,,,,
16/06/2018,"6,485.90",,,,,,
15/06/2018,"6,385.00",,,,,,
14/06/2018,"6,633.70",,,,,,
13/06/2018,"6,295.20",,,,,,
12/06/2018,"6,543.90",,,,,,
11/06/2018,"6,873.30",,,,,,
10/06/2018,"6,757.30",,,,,,
09/06/2018,"7,498.60",,,,,,
08/06/2018,"7,615.10",,,,,,
07/06/2018,"7,688.90",,,,,,
06/06/2018,"7,654.00",,,,,,
05/06/2018,"7,621.70",,,,,,
04/06/2018,"7,488.30",,,,,,
03/06/2018,"7,718.00",,,,,,
02/06/2018,"7,638.10",,,,,,
01/06/2018,"7,521.00",,,,,,
31/05/2018,"7,485.80",,,,,,
30/05/2018,"7,375.10",,,,,,
29/05/2018,"7,460.00",,,,,,
28/05/2018,"7,097.90",,,,,,
27/05/2018,"7,339.70",,,,,,
26/05/2018,"7,330.30",,,,,,
25/05/2018,"7,458.00",,,,,,
24/05/2018,"7,576.70",,,,,,
23/05/2018,"7,494.80",,,,,,
22/05/2018,"7,977.30",,,,,,
21/05/2018,"8,393.40",,,,,,
20/05/2018,"8,523.70",,,,,,
19/05/2018,"8,232.30",,,,,,
18/05/2018,"8,239.00",,,,,,
17/05/2018,"8,051.80",,,,,,
16/05/2018,"8,336.10",,,,,,
15/05/2018,"8,467.50",,,,,,
14/05/2018,"8,670.80",,,,,,
13/05/2018,"8,683.60",,,,,,
12/05/2018,"8,462.70",,,,,,
11/05/2018,"8,412.40",,,,,,
10/05/2018,"9,018.70",,,,,,
09/05/2018,"9,318.20",,,,,,
08/05/2018,"9,184.70",,,,,,
07/05/2018,"9,370.00",,,,,,
06/05/2018,"9,658.70",,,,,,
05/05/2018,"9,859.60",,,,,,
04/05/2018,"9,702.80",,,,,,
03/05/2018,"9,762.10",,,,,,
02/05/2018,"9,236.40",,,,,,
01/05/2018,"9,067.00",,,,,,
30/04/2018,"9,240.00",,,,,,
29/04/2018,"9,398.60",,,,,,
28/04/2018,"9,345.30",,,,,,
27/04/2018,"8,920.10",,,,,,
26/04/2018,"9,279.30",,,,,,
25/04/2018,"8,878.40",,,,,,
24/04/2018,"9,644.40",,,,,,
23/04/2018,"8,940.00",,,,,,
22/04/2018,"8,800.00",,,,,,
21/04/2018,"8,919.10",,,,,,
20/04/2018,"8,866.10",,,,,,
19/04/2018,"8,272.80",,,,,,
18/04/2018,"8,166.30",,,,,,
17/04/2018,"7,889.90",,,,,,
16/04/2018,"8,056.20",,,,,,
15/04/2018,"8,354.10",,,,,,
14/04/2018,"8,002.90",,,,,,
13/04/2018,"7,885.80",,,,,,
12/04/2018,"7,912.00",,,,,,
11/04/2018,"6,943.10",,,,,,
10/04/2018,"6,839.30",,,,,,
09/04/2018,"6,764.60",,,,,,
08/04/2018,"7,023.90",,,,,,
07/04/2018,"6,892.60",,,,,,
06/04/2018,"6,610.20",,,,,,
05/04/2018,"6,765.00",,,,,,
04/04/2018,"6,785.90",,,,,,
03/04/2018,"7,405.60",,,,,,
02/04/2018,"7,052.70",,,,,,
01/04/2018,"6,810.00",,,,,,
31/03/2018,"6,925.30",,,,,,
30/03/2018,"6,840.40",,,,,,
29/03/2018,"7,094.00",,,,,,
28/03/2018,"7,936.10",,,,,,
27/03/2018,"7,784.50",,,,,,
26/03/2018,"8,119.10",,,,,,
25/03/2018,"8,445.10",,,,,,
24/03/2018,"8,535.00",,,,,,
23/03/2018,"8,908.00",,,,,,
22/03/2018,"8,706.40",,,,,,
21/03/2018,"8,900.10",,,,,,
20/03/2018,"8,899.70",,,,,,
19/03/2018,"8,600.10",,,,,,
18/03/2018,"8,200.20",,,,,,
17/03/2018,"7,851.00",,,,,,
16/03/2018,"8,251.00",,,,,,
15/03/2018,"8,252.90",,,,,,
14/03/2018,"8,186.60",,,,,,
13/03/2018,"9,135.00",,,,,,
12/03/2018,"9,121.00",,,,,,
11/03/2018,"9,528.00",,,,,,
10/03/2018,"8,762.00",,,,,,
09/03/2018,"9,217.00",,,,,,
08/03/2018,"9,300.00",,,,,,
07/03/2018,"9,902.90",,,,,,
06/03/2018,"10,720.00",,,,,,
05/03/2018,"11,416.00",,,,,,
04/03/2018,"11,501.00",,,,,,
03/03/2018,"11,440.00",,,,,,
02/03/2018,"11,025.00",,,,,,
01/03/2018,"10,925.00",,,,,,
28/02/2018,"10,315.00",,,,,,
27/02/2018,"10,569.00",,,,,,
26/02/2018,"10,321.00",,,,,,
25/02/2018,"9,557.40",,,,,,
24/02/2018,"9,666.30",,,,,,
23/02/2018,"10,145.00",,,,,,
22/02/2018,"9,830.00",,,,,,
21/02/2018,"10,455.00",,,,,,
20/02/2018,"11,218.00",,,,,,
19/02/2018,"11,173.00",,,,,,
18/02/2018,"10,372.00",,,,,,
17/02/2018,"11,053.50",,,,,,
16/02/2018,"10,162.00",,,,,,
15/02/2018,"9,996.90",,,,,,
14/02/2018,"9,455.40",,,,,,
13/02/2018,"8,515.90",,,,,,
12/02/2018,"8,900.60",,,,,,
11/02/2018,"8,069.00",,,,,,
10/02/2018,"8,563.10",,,,,,
09/02/2018,"8,683.20",,,,,,
08/02/2018,"8,235.10",,,,,,
07/02/2018,"7,587.00",,,,,,
06/02/2018,"7,673.80",,,,,,
05/02/2018,"6,949.90",,,,,,
04/02/2018,"8,200.00",,,,,,
03/02/2018,"9,219.40",,,,,,
02/02/2018,"8,895.80",,,,,,
01/02/2018,"9,181.10",,,,,,
31/01/2018,"10,284.00",,,,,,
30/01/2018,"10,175.00",,,,,,
29/01/2018,"11,212.00",,,,,,
28/01/2018,"11,839.00",,,,,,
27/01/2018,"11,461.00",,,,,,
26/01/2018,"11,070.00",,,,,,
25/01/2018,"11,146.00",,,,,,
24/01/2018,"11,414.00",,,,,,
23/01/2018,"10,819.00",,,,,,
22/01/2018,"10,771.00",,,,,,
21/01/2018,"11,514.00",,,,,,
20/01/2018,"12,728.00",,,,,,
19/01/2018,"11,476.00",,,,,,
18/01/2018,"11,045.00",,,,,,
17/01/2018,"11,082.00",,,,,,
16/01/2018,"11,072.00",,,,,,
15/01/2018,"13,575.00",,,,,,
14/01/2018,"13,558.00",,,,,,
13/01/2018,"14,191.00",,,,,,
12/01/2018,"13,783.00",,,,,,
11/01/2018,"13,266.00",,,,,,
10/01/2018,"14,896.00",,,,,,
09/01/2018,"14,423.00",,,,,,
08/01/2018,"14,930.00",,,,,,
07/01/2018,"16,196.00",,,,,,
06/01/2018,"17,161.00",,,,,,
05/01/2018,"16,917.00",,,,,,
04/01/2018,"15,160.00",,,,,,
03/01/2018,"15,155.00",,,,,,
02/01/2018,"14,709.80",,,,,,
01/01/2018,"13,354.00",,,,,,
31/12/2017,"13,800.00",,,,,,
30/12/2017,"12,377.00",,,,,,
29/12/2017,"14,317.00",,,,,,
28/12/2017,"14,315.00",,,,,,
27/12/2017,"15,374.00",,,,,,
26/12/2017,"15,679.00",,,,,,
25/12/2017,"13,623.00",,,,,,
24/12/2017,"13,476.00",,,,,,
23/12/2017,"14,035.00",,,,,,
22/12/2017,"13,170.00",,,,,,
21/12/2017,"15,666.80",,,,,,
20/12/2017,"16,425.00",,,,,,
19/12/2017,"17,345.00",,,,,,
18/12/2017,"18,934.00",,,,,,
17/12/2017,"18,971.00",,,,,,
16/12/2017,"19,187.00",,,,,,
15/12/2017,"17,522.00",,,,,,
14/12/2017,"16,383.00",,,,,,
13/12/2017,"16,181.00",,,,,,
12/12/2017,"16,967.00",,,,,,
11/12/2017,"16,754.00",,,,,,
10/12/2017,"14,997.00",,,,,,
09/12/2017,"14,660.00",,,,,,
08/12/2017,"15,869.00",,,,,,
07/12/2017,"16,601.00",,,,,,
06/12/2017,"13,527.00",,,,,,
05/12/2017,"11,595.00",,,,,,
04/12/2017,"11,595.00",,,,,,
03/12/2017,"11,157.00",,,,,,
02/12/2017,"10,881.00",,,,,,
01/12/2017,"10,869.00",,,,,,
30/11/2017,"9,907.00",,,,,,
29/11/2017,"9,749.40",,,,,,
28/11/2017,"9,898.00",,,,,,
27/11/2017,"9,728.80",,,,,,
26/11/2017,"9,316.00",,,,,,
25/11/2017,"8,766.20",,,,,,
24/11/2017,"8,191.60",,,,,,
23/11/2017,"7,977.10",,,,,,
22/11/2017,"8,230.10",,,,,,
21/11/2017,"8,097.30",,,,,,
20/11/2017,"8,245.10",,,,,,
19/11/2017,"8,054.20",,,,,,
18/11/2017,"7,773.30",,,,,,
17/11/2017,"7,677.90",,,,,,
16/11/2017,"7,864.20",,,,,,
15/11/2017,"7,278.30",,,,,,
14/11/2017,"6,579.20",,,,,,
13/11/2017,"6,474.60",,,,,,
12/11/2017,"5,822.10",,,,,,
11/11/2017,"6,300.70",,,,,,
10/11/2017,"6,542.20",,,,,,
09/11/2017,"7,126.20",,,,,,
08/11/2017,"7,442.40",,,,,,
07/11/2017,"7,103.30",,,,,,
06/11/2017,"6,955.00",,,,,,
05/11/2017,"7,382.00",,,,,,
04/11/2017,"7,369.00",,,,,,
03/11/2017,"7,278.40",,,,,,
02/11/2017,"7,019.90",,,,,,
01/11/2017,"6,727.30",,,,,,
31/10/2017,"6,458.30",,,,,,
30/10/2017,"6,125.30",,,,,,
29/10/2017,"6,156.00",,,,,,
28/10/2017,"5,720.60",,,,,,
27/10/2017,"5,759.60",,,,,,
26/10/2017,"5,890.00",,,,,,
25/10/2017,"5,720.00",,,,,,
24/10/2017,"5,509.50",,,,,,
23/10/2017,"5,906.90",,,,,,
22/10/2017,"5,980.50",,,,,,
21/10/2017,"6,005.10",,,,,,
20/10/2017,"5,984.50",,,,,,
19/10/2017,"5,694.00",,,,,,
18/10/2017,"5,565.00",,,,,,
17/10/2017,"5,597.10",,,,,,
16/10/2017,"5,764.40",,,,,,
15/10/2017,"5,698.60",,,,,,
14/10/2017,"5,835.00",,,,,,
13/10/2017,"5,636.80",,,,,,
12/10/2017,"5,428.50",,,,,,
11/10/2017,"4,824.90",,,,,,
10/10/2017,"4,777.00",,,,,,
09/10/2017,"4,782.30",,,,,,
08/10/2017,"4,613.10",,,,,,
07/10/2017,"4,436.00",,,,,,
06/10/2017,"4,371.00",,,,,,
05/10/2017,"4,315.40",,,,,,
04/10/2017,"4,215.10",,,,,,
03/10/2017,"4,311.10",,,,,,
02/10/2017,"4,400.10",,,,,,
01/10/2017,"4,404.30",,,,,,
30/09/2017,"4,367.00",,,,,,
29/09/2017,"4,169.90",,,,,,
28/09/2017,"4,190.00",,,,,,
27/09/2017,"4,205.40",,,,,,
26/09/2017,"3,879.10",,,,,,
25/09/2017,"3,930.00",,,,,,
24/09/2017,"3,652.80",,,,,,
23/09/2017,"3,779.60",,,,,,
22/09/2017,"3,598.50",,,,,,
21/09/2017,"3,603.40",,,,,,
20/09/2017,"3,873.20",,,,,,
19/09/2017,"3,900.00",,,,,,
18/09/2017,"4,084.10",,,,,,
17/09/2017,"3,666.30",,,,,,
16/09/2017,"3,685.40",,,,,,
15/09/2017,"3,698.00",,,,,,
14/09/2017,"3,238.10",,,,,,
13/09/2017,"3,849.70",,,,,,
12/09/2017,"4,142.90",,,,,,
11/09/2017,"4,203.00",,,,,,
10/09/2017,"4,232.10",,,,,,
09/09/2017,"4,317.90",,,,,,
08/09/2017,"4,305.80",,,,,,
07/09/2017,"4,613.50",,,,,,
06/09/2017,"4,589.10",,,,,,
05/09/2017,"4,374.90",,,,,,
04/09/2017,"4,200.40",,,,,,
03/09/2017,"4,595.00",,,,,,
02/09/2017,"4,534.40",,,,,,
01/09/2017,"4,904.90",,,,,,
31/08/2017,"4,718.20",,,,,,
30/08/2017,"4,569.00",,,,,,
29/08/2017,"4,587.10",,,,,,
28/08/2017,"4,383.80",,,,,,
27/08/2017,"4,331.80",,,,,,
26/08/2017,"4,341.70",,,,,,
25/08/2017,"4,351.50",,,,,,
24/08/2017,"4,325.20",,,,,,
23/08/2017,"4,129.10",,,,,,
22/08/2017,"4,074.00",,,,,,
21/08/2017,"4,002.50",,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
